nome;nome_sistema;tombamento;ano;local_sistema;local_exato_ambiente;condicao
Cadeira Fixa Com Assento E Encosto Estofados;CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS;295641;Anterior a 2019;DIBEM;;Pendente
Cadeira Fixa Com Assento E Encosto Estofados;CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS;295642;Anterior a 2019;DIBEM;;Pendente
Cadeira Fixa Com Assento E Encosto Estofados;CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS;295644;Anterior a 2019;DIBEM;;Pendente
Cadeira Fixa Com Assento E Encosto Estofados;CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS;295646;Anterior a 2019;DIBEM;;Pendente
Cadeira Fixa Com Assento E Encosto Estofados;CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS;295647;Anterior a 2019;DIBEM;;Pendente
Cadeira Fixa Com Assento E Encosto Estofados;CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS;295648;Anterior a 2019;DIBEM;;Pendente
Cadeira Fixa Com Assento E Encosto Estofados;CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS;295650;Anterior a 2019;DIBEM;;Pendente
Cadeira Fixa Com Assento E Encosto Estofados;CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS;295656;Anterior a 2019;DIBEM;;Pendente
Cadeira Fixa Com Assento E Encosto Estofados;CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS;295658;Anterior a 2019;DIBEM;;Pendente
Cadeira Fixa Com Assento E Encosto Estofados;CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS;295670;Anterior a 2019;DIBEM;;Pendente
Cadeira Fixa Com Assento E Encosto Estofados;CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS;295671;Anterior a 2019;DIBEM;;Pendente
Cadeira Fixa Com Assento E Encosto Estofados;CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS;295673;Anterior a 2019;DIBEM;;Pendente
Cadeira Fixa Com Assento E Encosto Estofados;CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS;295674;Anterior a 2019;DIBEM;;Pendente
Cadeira Fixa Com Assento E Encosto Estofados;CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS;295675;Anterior a 2019;DIBEM;;Pendente
Cadeira Fixa Com Assento E Encosto Estofados;CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS;295685;Anterior a 2019;DIBEM;;Pendente
Cadeira Fixa Com Assento E Encosto Estofados;CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS;295686;Anterior a 2019;DIBEM;;Pendente
Cadeira Fixa Com Assento E Encosto Estofados;CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS;295688;Anterior a 2019;DIBEM;;Pendente
Cadeira Fixa Com Assento E Encosto Estofados;CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS;295693;Anterior a 2019;DIBEM;;Pendente
Cadeira Fixa Com Assento E Encosto Estofados;CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS;295694;Anterior a 2019;PRAE;;Pendente
Cadeira Fixa Com Assento E Encosto Estofados;CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS;295695;Anterior a 2019;PRAE;;Pendente
Cadeira Fixa Com Assento E Encosto Estofados;CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS;295698;Anterior a 2019;DIBEM;;Pendente
Cadeira Fixa Com Assento E Encosto Estofados;CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS;295699;Anterior a 2019;DIBEM;;Pendente
Cadeira Fixa Com Assento E Encosto Estofados;CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS;295702;Anterior a 2019;DIBEM;;Pendente
Cadeira Fixa Com Assento E Encosto Estofados;CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS;295703;Anterior a 2019;DIBEM;;Pendente
Cadeira Fixa Com Assento E Encosto Estofados;CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS;295705;Anterior a 2019;DIBEM;;Pendente
Cadeira Fixa Com Assento E Encosto Estofados;CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS;295706;Anterior a 2019;DIBEM;;Pendente
Cadeira Fixa Com Assento E Encosto Estofados;CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS;295708;Anterior a 2019;PRAE;;Pendente
Cadeira Fixa Com Assento E Encosto Estofados;CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS;295709;Anterior a 2019;PRAE;;Pendente
Cadeira Fixa Com Assento E Encosto Estofados;CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS;295710;Anterior a 2019;PRAE;;Pendente
Cadeira Fixa Com Assento E Encosto Estofados;CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS;295714;Anterior a 2019;DIBEM;;Pendente
Cadeira Fixa Com Assento E Encosto Estofados;CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS;295716;Anterior a 2019;DIBEM;;Pendente
Cadeira Fixa Com Assento E Encosto Estofados;CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS;295717;Anterior a 2019;DIBEM;;Pendente
Cadeira Fixa Com Assento E Encosto Estofados;CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS;295720;Anterior a 2019;DIBEM;;Pendente
Cadeira Fixa Com Assento E Encosto Estofados;CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS;295721;Anterior a 2019;DIBEM;;Pendente
Cadeira Fixa Com Assento E Encosto Estofados;CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS;295722;Anterior a 2019;DIBEM;;Pendente
Cadeira Fixa Com Assento E Encosto Estofados;CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS;295723;Anterior a 2019;DIBEM;;Pendente
Cadeira Fixa Com Assento E Encosto Estofados;CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS;295724;Anterior a 2019;DIBEM;;Pendente
Cadeira Fixa Com Assento E Encosto Estofados;CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS;295725;Anterior a 2019;DIBEM;;Pendente
Cadeira Fixa Com Assento E Encosto Estofados;CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS;295730;Anterior a 2019;DIBEM;;Pendente
Cadeira Fixa Com Assento E Encosto Estofados;CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS;295734;Anterior a 2019;DIBEM;;Pendente
Cadeira Fixa Com Assento E Encosto Estofados;CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS;295735;Anterior a 2019;DIBEM;;Pendente
Cadeira Fixa Com Assento E Encosto Estofados;CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS;295736;Anterior a 2019;DIBEM;;Pendente
Cadeira Fixa Com Assento E Encosto Estofados;CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS;295737;Anterior a 2019;DIBEM;;Pendente
Cadeira Fixa Com Assento E Encosto Estofados;CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS;295738;Anterior a 2019;DIBEM;;Pendente
Cadeira Fixa Com Assento E Encosto Estofados;CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS;295739;Anterior a 2019;DIBEM;;Pendente
Cadeira Fixa Com Assento E Encosto Estofados;CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS;295740;Anterior a 2019;DIBEM;;Pendente
Cadeira Fixa Com Assento E Encosto Estofados;CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS;295742;Anterior a 2019;DIBEM;;Pendente
Cadeira Fixa Com Assento E Encosto Estofados;CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS;295744;Anterior a 2019;DIBEM;;Pendente
Cadeira Fixa Com Assento E Encosto Estofados;CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS;295745;Anterior a 2019;DIBEM;;Pendente
Cadeira Fixa Com Assento E Encosto Estofados;CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS;295746;Anterior a 2019;PRAE;;Pendente
Cadeira Fixa Com Assento E Encosto Estofados;CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS;295747;Anterior a 2019;PRAE;;Pendente
Cadeira Fixa Com Assento E Encosto Estofados;CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS;295751;Anterior a 2019;DIBEM;;Pendente
Cadeira Fixa Com Assento E Encosto Estofados;CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS;295753;Anterior a 2019;DIBEM;;Pendente
Cadeira Fixa Com Assento E Encosto Estofados;CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS;295754;Anterior a 2019;DIBEM;;Pendente
Cadeira Fixa Com Assento E Encosto Estofados;CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS;295755;Anterior a 2019;DIBEM;;Pendente
Cadeira Fixa Com Assento E Encosto Estofados;CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS;295759;Anterior a 2019;DIBEM;;Pendente
Cadeira Fixa Com Assento E Encosto Estofados;CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS;295760;Anterior a 2019;DIBEM;;Pendente
Cadeira Fixa Com Assento E Encosto Estofados;CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS;295763;Anterior a 2019;DIBEM;;Pendente
Cadeira Fixa Com Assento E Encosto Estofados;CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS;295764;Anterior a 2019;DIBEM;;Pendente
Cadeira Fixa Com Assento E Encosto Estofados;CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS;295765;Anterior a 2019;DIBEM;;Pendente
Cadeira Fixa Com Assento E Encosto Estofados;CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS;295795;Anterior a 2019;DIBEM;;Pendente
Cadeira Fixa Com Assento E Encosto Estofados;CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS;295797;Anterior a 2019;DIBEM;;Pendente
Cadeira Fixa Com Assento E Encosto Estofados;CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS;295798;Anterior a 2019;DIBEM;;Pendente
Cadeira Fixa Com Assento E Encosto Estofados;CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS;295800;Anterior a 2019;DIBEM;;Pendente
Cadeira Fixa Com Assento E Encosto Estofados;CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS;295803;Anterior a 2019;DIBEM;;Pendente
Cadeira Fixa Com Assento E Encosto Estofados;CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS;295805;Anterior a 2019;DIBEM;;Pendente
Cadeira Fixa Com Assento E Encosto Estofados;CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS;295806;Anterior a 2019;DIBEM;;Pendente
Cadeira Fixa Com Assento E Encosto Estofados;CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS;295807;Anterior a 2019;DIBEM;;Pendente
Cadeira Fixa Com Assento E Encosto Estofados;CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS;295835;Anterior a 2019;DIBEM;;Pendente
Cadeira Fixa Com Assento E Encosto Estofados;CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS;295836;Anterior a 2019;DIBEM;;Pendente
Cadeira Fixa Com Assento E Encosto Estofados;CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS;295841;Anterior a 2019;DIBEM;;Pendente
Cadeira Fixa Com Assento E Encosto Estofados;CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS;295842;Anterior a 2019;PRAE;;Pendente
Cadeira Fixa Com Assento E Encosto Estofados;CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS;295843;Anterior a 2019;PRAE;;Pendente
Cadeira Fixa Com Assento E Encosto Estofados;CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS;295845;Anterior a 2019;DIBEM;;Pendente
Cadeira Fixa Com Assento E Encosto Estofados;CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS;295848;Anterior a 2019;DIBEM;;Pendente
Cadeira Fixa Com Assento E Encosto Estofados;CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS;295850;Anterior a 2019;DIBEM;;Pendente
Cadeira Fixa Com Assento E Encosto Estofados;CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS;295852;Anterior a 2019;DIBEM;;Pendente
Cadeira Fixa Com Assento E Encosto Estofados;CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS;295854;Anterior a 2019;DIBEM;;Pendente
Cadeira Fixa Com Assento E Encosto Estofados;CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS;295856;Anterior a 2019;DIBEM;;Pendente
Cadeira Fixa Com Assento E Encosto Estofados;CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS;295860;Anterior a 2019;DIBEM;;Pendente
Cadeira Fixa Com Assento E Encosto Estofados;CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS;295862;Anterior a 2019;DIBEM;;Pendente
Cadeira Fixa Com Assento E Encosto Estofados;CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS;295864;Anterior a 2019;DIBEM;;Pendente
Cadeira Fixa Com Assento E Encosto Estofados;CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS;295868;Anterior a 2019;PRAE;;Pendente
Cadeira Fixa Com Assento E Encosto Estofados;CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS;295869;Anterior a 2019;PRAE;;Pendente
Cadeira Fixa Com Assento E Encosto Estofados;CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS;295871;Anterior a 2019;DIBEM;;Pendente
Cadeira Fixa Com Assento E Encosto Estofados;CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS;295872;Anterior a 2019;DIBEM;;Pendente
Cadeira Fixa Com Assento E Encosto Estofados;CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS;295873;Anterior a 2019;PRAE;;Pendente
Cadeira Fixa Com Assento E Encosto Estofados;CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS;295874;Anterior a 2019;PRAE;;Pendente
Cadeira Fixa Com Assento E Encosto Estofados;CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS;295875;Anterior a 2019;PRAE;;Pendente
Cadeira Fixa Com Assento E Encosto Estofados;CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS;295908;Anterior a 2019;DIBEM;;Pendente
Cadeira Fixa Com Assento E Encosto Estofados;CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS;295912;Anterior a 2019;DIBEM;;Pendente
Cadeira Fixa Com Assento E Encosto Estofados;CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS;295917;Anterior a 2019;DIBEM;;Pendente
Cadeira Fixa Com Assento E Encosto Estofados;CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS;295919;Anterior a 2019;DIBEM;;Pendente
Cadeira Fixa Com Assento E Encosto Estofados;CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS;295920;Anterior a 2019;DIBEM;;Pendente
Cadeira Fixa Com Assento E Encosto Estofados;CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS;295921;Anterior a 2019;DIBEM;;Pendente
Cadeira Fixa Com Assento E Encosto Estofados;CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS;295923;Anterior a 2019;DIBEM;;Pendente
Cadeira Fixa Com Assento E Encosto Estofados;CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS;295927;Anterior a 2019;DIBEM;;Pendente
Cadeira Fixa Com Assento E Encosto Estofados;CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS;295935;Anterior a 2019;DIBEM;;Pendente
Cadeira Fixa Com Assento E Encosto Estofados;CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS;295939;Anterior a 2019;DIBEM;;Pendente
Cadeira Fixa Com Assento E Encosto Estofados;CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS;295941;Anterior a 2019;DIBEM;;Pendente
Cadeira Fixa Com Assento E Encosto Estofados;CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS;295942;Anterior a 2019;DIBEM;;Pendente
Cadeira Fixa Com Assento E Encosto Estofados;CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS;295943;Anterior a 2019;DIBEM;;Pendente
Cadeira Fixa Com Assento E Encosto Estofados;CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS;295954;Anterior a 2019;DIBEM;;Pendente
Cadeira Fixa Com Assento E Encosto Estofados;CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS;295964;Anterior a 2019;DIBEM;;Pendente
Cadeira Fixa Com Assento E Encosto Estofados;CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS;295967;Anterior a 2019;PRAE;;Pendente
Cadeira Fixa Com Assento E Encosto Estofados;CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS;295968;Anterior a 2019;PRAE;;Pendente
Cadeira Fixa Com Assento E Encosto Estofados;CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS;295969;Anterior a 2019;PRAE;;Pendente
Cadeira Fixa Com Assento E Encosto Estofados;CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS;295970;Anterior a 2019;PRAE;;Pendente
Cadeira Fixa Com Assento E Encosto Estofados;CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS;295971;Anterior a 2019;PRAE;;Pendente
Cadeira Fixa Com Assento E Encosto Estofados;CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS;295972;Anterior a 2019;PRAE;;Pendente
Cadeira Fixa Com Assento E Encosto Estofados;CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS;295973;Anterior a 2019;PRAE;;Pendente
Cadeira Fixa Com Assento E Encosto Estofados;CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS;295974;Anterior a 2019;PRAE;;Pendente
Cadeira Fixa Com Assento E Encosto Estofados;CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS;295976;Anterior a 2019;PRAE;;Pendente
Cadeira Fixa Com Assento E Encosto Estofados;CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS;295977;Anterior a 2019;PRAE;;Pendente
Liquidificador Domestico;LIQUIDIFICADOR DOMESTICO;295994;Anterior a 2019;DIBEM;;Pendente
Liquidificador Domestico;LIQUIDIFICADOR DOMESTICO;295996;Anterior a 2019;DIBEM;;Pendente
Ferro Eletrico Para Engomar;FERRO ELETRICO PARA ENGOMAR;295998;Anterior a 2019;DIBEM;;Pendente
Ferro Eletrico Para Engomar;FERRO ELETRICO PARA ENGOMAR;295999;Anterior a 2019;DIBEM;;Pendente
Ferro Eletrico Para Engomar;FERRO ELETRICO PARA ENGOMAR;296000;Anterior a 2019;PRAE;;Pendente
Ferro Eletrico Para Engomar;FERRO ELETRICO PARA ENGOMAR;296001;Anterior a 2019;PRAE;;Pendente
Ferro Eletrico Para Engomar;FERRO ELETRICO PARA ENGOMAR;296002;Anterior a 2019;DIBEM;;Pendente
Ferro Eletrico Para Engomar;FERRO ELETRICO PARA ENGOMAR;296003;Anterior a 2019;DIBEM;;Pendente
"Televisão 47""";TELEVISOR APARELHO DE TV 47'';296177;Anterior a 2019;DIBEM;;Pendente
Wirelles;WIRELLES;296208;Anterior a 2019;CASE;;Pendente
Wirelles;WIRELLES;296212;Anterior a 2019;CASE;;Pendente
Wirelles;WIRELLES;296213;Anterior a 2019;CASE;;Pendente
Wirelles;WIRELLES;296214;Anterior a 2019;CASE;;Pendente
Wirelles;WIRELLES;296380;Anterior a 2019;PRAE;;Pendente
Wirelles;WIRELLES;296384;Anterior a 2019;DIBEM;;Pendente
Wirelles;WIRELLES;296392;Anterior a 2019;DIBEM;;Pendente
Wirelles;WIRELLES;296393;Anterior a 2019;DIBEM;;Pendente
Wirelles;WIRELLES;296394;Anterior a 2019;DIBEM;;Pendente
Wirelles;WIRELLES;296399;Anterior a 2019;DIBEM;;Pendente
Wirelles;WIRELLES;296418;Anterior a 2019;DIBEM;;Pendente
Wirelles;WIRELLES;296434;Anterior a 2019;PRAE;;Pendente
Wirelles;WIRELLES;296438;Anterior a 2019;CASE;;Pendente
Ar Condicionado 48.000 BTUs;AIR SPLIT DE 48.000 BTUS;296526;Anterior a 2019;PRAE;;Pendente
Ar Condicionado 48.000 BTUs;AIR SPLIT DE 48.000 BTUS;296527;Anterior a 2019;PRAE;;Pendente
Ar Condicionado 48.000 BTUs;AIR SPLIT DE 48.000 BTUS;296528;Anterior a 2019;PRAE;;Pendente
Conjunto Estofado Composto De Sofa Para 03 Lugares;CONJUNTO ESTOFADO COMPOSTO DE SOFA PARA 03 LUGARES;298188;Anterior a 2019;DIBEM;;Pendente
Banco Individual De Madeira;BANCO INDIVIDUAL DE MADEIRA;298195;Anterior a 2019;DIBEM;;Pendente
Banco Individual De Madeira;BANCO INDIVIDUAL DE MADEIRA;298197;Anterior a 2019;DIBEM;;Pendente
Banco Individual De Madeira;BANCO INDIVIDUAL DE MADEIRA;298198;Anterior a 2019;DIBEM;;Pendente
Escrivaninha De Madeira Com Gavetas;ESCRIVANINHA DE MADEIRA COM GAVETAS;298199;Anterior a 2019;DIBEM;;Pendente
Estabilizador De Tensao;ESTABILIZADOR DE TENSAO;298242;Anterior a 2019;PRAE;;Pendente
Maquina Para Fazer Sanduiche (Grill);MAQUINA PARA FAZER SANDUICHE (GRILL);298491;Anterior a 2019;DIBEM;;Pendente
Maquina Para Fazer Sanduiche (Grill);MAQUINA PARA FAZER SANDUICHE (GRILL);298492;Anterior a 2019;DIBEM;;Pendente
Maquina Para Fazer Sanduiche (Grill);MAQUINA PARA FAZER SANDUICHE (GRILL);298493;Anterior a 2019;DIBEM;;Pendente
Maquina Para Fazer Sanduiche (Grill);MAQUINA PARA FAZER SANDUICHE (GRILL);298494;Anterior a 2019;DIBEM;;Pendente
Maquina Para Fazer Sanduiche (Grill);MAQUINA PARA FAZER SANDUICHE (GRILL);298497;Anterior a 2019;DIBEM;;Pendente
Maquina Para Fazer Sanduiche (Grill);MAQUINA PARA FAZER SANDUICHE (GRILL);298498;Anterior a 2019;DIBEM;;Pendente
Maquina Para Fazer Sanduiche (Grill);MAQUINA PARA FAZER SANDUICHE (GRILL);298499;Anterior a 2019;DIBEM;;Pendente
Maquina Para Fazer Sanduiche (Grill);MAQUINA PARA FAZER SANDUICHE (GRILL);298500;Anterior a 2019;DIBEM;;Pendente
Maquina Para Fazer Sanduiche (Grill);MAQUINA PARA FAZER SANDUICHE (GRILL);298501;Anterior a 2019;DIBEM;;Pendente
Filtro Em Aco Inox Para Tratamento De Agua;FILTRO EM ACO INOX PARA TRATAMENTO DE AGUA;298565;Anterior a 2019;DIBEM;;Pendente
Filtro Em Aco Inox Para Tratamento De Agua;FILTRO EM ACO INOX PARA TRATAMENTO DE AGUA;298600;Anterior a 2019;DIBEM;;Pendente
Filtro Em Aco Inox Para Tratamento De Agua;FILTRO EM ACO INOX PARA TRATAMENTO DE AGUA;298605;Anterior a 2019;DIBEM;;Pendente
Filtro Em Aco Inox Para Tratamento De Agua;FILTRO EM ACO INOX PARA TRATAMENTO DE AGUA;298639;Anterior a 2019;DIBEM;;Pendente
Wirelles;WIRELLES;298692;Anterior a 2019;DIBEM;;Pendente
Estabilizador No-Break;ESTABILIZADOR NO-BREAK;299203;Anterior a 2019;CRU;;Pendente
Receiver;RECEIVER;299898;Anterior a 2019;PRAE;;Pendente
Estante Em Inox Com Prateleitas;ESTANTE EM INOX COM PRATELEITAS;300248;Anterior a 2019;PRAE;;Pendente
Mesa ;MESA DE AUDIO - SOM;300866;Anterior a 2019;PRAE;;Pendente
Forno Microondas;FORNO MICROONDAS;301103;Anterior a 2019;DIBEM;;Pendente
Liquidificador Domestico;LIQUIDIFICADOR DOMESTICO;301104;Anterior a 2019;DIBEM;;Pendente
Liquidificador Domestico;LIQUIDIFICADOR DOMESTICO;301105;Anterior a 2019;DIBEM;;Pendente
Refrigerador DE 40 ATL;REFRIGERADOR TIPO FRIGOBAR COM CAPACIDADE DE 40 AT;301332;Anterior a 2019;DIBEM;;Pendente
Refrigerador DE 40 ATL;REFRIGERADOR TIPO FRIGOBAR COM CAPACIDADE DE 40 AT;301334;Anterior a 2019;PRAE;;Pendente
Refrigerador DE 40 ATL;REFRIGERADOR TIPO FRIGOBAR COM CAPACIDADE DE 40 AT;301335;Anterior a 2019;CRU;;Pendente
Cadeira Estofada Modelo Diretor Com Braços;CADEIRA ESTOFADA MODELO DIRETOR COM BRAÇOS;301817;Anterior a 2019;PRAE;;Pendente
Mesa Angular ;MESA RETANGULAR DE MADEIRA PARA REUNIAO;301823;Anterior a 2019;PRAE;;Pendente
Mesa ;MESA DE ACO;303818;Anterior a 2019;PRAE;;Pendente
Mesa ;MESA DE ACO;303820;Anterior a 2019;PRAE;;Pendente
"Televisão 47""";"TELEVISOR APARELHO DE TV 47""";303867;Anterior a 2019;DIBEM;;Pendente
"Televisão 47""";"TELEVISOR APARELHO DE TV 47""";303868;Anterior a 2019;DIBEM;Residência 148;Ruim
"Televisão 47""";"TELEVISOR APARELHO DE TV 47""";303869;Anterior a 2019;DIBEM;;Pendente
Mesa ;MESA PARA SINUCA;303958;Anterior a 2019;DIBEM;;Pendente
Mesa ;MESA PARA SINUCA;303959;Anterior a 2019;DIBEM;;Pendente
Mesa ;MESA PARA SINUCA;303960;Anterior a 2019;DIBEM;;Pendente
Poltrona Lobby 610;POLTRONA LOBBY 610;304051;Anterior a 2019;PRAE;;Pendente
Poltrona Lobby 610;POLTRONA LOBBY 610;304052;Anterior a 2019;PRAE;;Pendente
Poltrona Lobby 610;POLTRONA LOBBY 610;304053;Anterior a 2019;PRAE;;Pendente
Poltrona Lobby 610;POLTRONA LOBBY 610;304054;Anterior a 2019;PRAE;;Pendente
Gaveteiro;GAVETEIRO;304517;Anterior a 2019;PRAE;;Pendente
Cadeira De Madeira Conjugada Para Auditorio;CADEIRA DE MADEIRA CONJUGADA PARA AUDITORIO;304672;Anterior a 2019;PRAE;;Pendente
Cadeira De Madeira Conjugada Para Auditorio;CADEIRA DE MADEIRA CONJUGADA PARA AUDITORIO;304674;Anterior a 2019;PRAE;;Pendente
Cadeira De Madeira Conjugada Para Auditorio;CADEIRA DE MADEIRA CONJUGADA PARA AUDITORIO;304675;Anterior a 2019;PRAE;;Pendente
Cadeira De Madeira Conjugada Para Auditorio;CADEIRA DE MADEIRA CONJUGADA PARA AUDITORIO;304676;Anterior a 2019;PRAE;;Pendente
Cadeira De Madeira Conjugada Para Auditorio;CADEIRA DE MADEIRA CONJUGADA PARA AUDITORIO;304677;Anterior a 2019;PRAE;;Pendente
Cadeira De Madeira Conjugada Para Auditorio;CADEIRA DE MADEIRA CONJUGADA PARA AUDITORIO;304678;Anterior a 2019;PRAE;;Pendente
Cadeira De Madeira Conjugada Para Auditorio;CADEIRA DE MADEIRA CONJUGADA PARA AUDITORIO;304680;Anterior a 2019;PRAE;;Pendente
Cadeira De Madeira Conjugada Para Auditorio;CADEIRA DE MADEIRA CONJUGADA PARA AUDITORIO;304681;Anterior a 2019;PRAE;;Pendente
