nome;nome_sistema;tombamento;ano;local_sistema;local_exato_ambiente;condicao
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;358855;Anterior a 2019;PRAE;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;358856;Anterior a 2019;PRAE;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;358857;Anterior a 2019;PRAE;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;358858;Anterior a 2019;PRAE;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;358859;Anterior a 2019;PRAE;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;358860;Anterior a 2019;PRAE;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;358861;Anterior a 2019;PRAE;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;358862;Anterior a 2019;PRAE;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;358863;Anterior a 2019;PRAE;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;358864;Anterior a 2019;PRAE;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;358865;Anterior a 2019;PRAE;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;358866;Anterior a 2019;PRAE;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;358867;Anterior a 2019;PRAE;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;358868;Anterior a 2019;PRAE;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;358869;Anterior a 2019;PRAE;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;358870;Anterior a 2019;PRAE;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;358871;Anterior a 2019;PRAE;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;358872;Anterior a 2019;PRAE;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;358873;Anterior a 2019;PRAE;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;358874;Anterior a 2019;PRAE;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;358875;Anterior a 2019;PRAE;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;358876;Anterior a 2019;PRAE;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;358877;Anterior a 2019;PRAE;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;358878;Anterior a 2019;PRAE;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;358879;Anterior a 2019;PRAE;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;358880;Anterior a 2019;PRAE;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;358881;Anterior a 2019;PRAE;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;358882;Anterior a 2019;PRAE;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;358883;Anterior a 2019;PRAE;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;358884;Anterior a 2019;PRAE;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;358885;Anterior a 2019;PRAE;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;358886;Anterior a 2019;PRAE;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;358887;Anterior a 2019;PRAE;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;358888;Anterior a 2019;PRAE;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;358889;Anterior a 2019;PRAE;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;358890;Anterior a 2019;PRAE;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;358891;Anterior a 2019;PRAE;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;358893;Anterior a 2019;PRAE;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;358894;Anterior a 2019;PRAE;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;358896;Anterior a 2019;PRAE;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;358897;Anterior a 2019;PRAE;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;358898;Anterior a 2019;PRAE;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;358899;Anterior a 2019;PRAE;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;358901;Anterior a 2019;PRAE;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;358902;Anterior a 2019;PRAE;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;358903;Anterior a 2019;PRAE;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;358904;Anterior a 2019;PRAE;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;358905;Anterior a 2019;PRAE;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;358906;Anterior a 2019;PRAE;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;358908;Anterior a 2019;PRAE;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;358909;Anterior a 2019;PRAE;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;358910;Anterior a 2019;PRAE;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;358911;Anterior a 2019;PRAE;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;358912;Anterior a 2019;PRAE;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;358913;Anterior a 2019;PRAE;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;358914;Anterior a 2019;PRAE;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;358915;Anterior a 2019;PRAE;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;358916;Anterior a 2019;PRAE;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;358917;Anterior a 2019;PRAE;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;358918;Anterior a 2019;PRAE;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;358919;Anterior a 2019;PRAE;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;358920;Anterior a 2019;PRAE;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;358921;Anterior a 2019;PRAE;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;358923;Anterior a 2019;PRAE;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;358924;Anterior a 2019;PRAE;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;358925;Anterior a 2019;PRAE;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;358926;Anterior a 2019;PRAE;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;358927;Anterior a 2019;PRAE;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;358932;Anterior a 2019;PRAE;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;358933;Anterior a 2019;PRAE;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;358934;Anterior a 2019;PRAE;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;358935;Anterior a 2019;PRAE;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;358936;Anterior a 2019;PRAE;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;358937;Anterior a 2019;PRAE;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;358940;Anterior a 2019;PRAE;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;358941;Anterior a 2019;PRAE;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;358942;Anterior a 2019;PRAE;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;358945;Anterior a 2019;PRAE;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;358946;Anterior a 2019;PRAE;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;358947;Anterior a 2019;PRAE;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;358948;Anterior a 2019;PRAE;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;358950;Anterior a 2019;PRAE;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;358951;Anterior a 2019;PRAE;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;358953;Anterior a 2019;PRAE;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;358955;Anterior a 2019;PRAE;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;358957;Anterior a 2019;PRAE;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;358958;Anterior a 2019;PRAE;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;358959;Anterior a 2019;PRAE;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;358961;Anterior a 2019;PRAE;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;358964;Anterior a 2019;PRAE;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;358965;Anterior a 2019;PRAE;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;358966;Anterior a 2019;PRAE;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;358967;Anterior a 2019;PRAE;;Pendente
Armario De Aco;ARMARIO DE ACO;361849;Anterior a 2019;PRAE;;Pendente
Armario De Aco;ARMARIO DE ACO;361853;Anterior a 2019;PRAE;;Pendente
Armario De Aco;ARMARIO DE ACO;361854;Anterior a 2019;PRAE;;Pendente
Armario De Aco;ARMARIO DE ACO;361855;Anterior a 2019;PRAE;;Pendente
Armario De Aco;ARMARIO DE ACO;361856;Anterior a 2019;PRAE;;Pendente
Fogao 06 Bocas;FOGAO 06 BOCAS;361932;Anterior a 2019;DIBEM;;Pendente
Fogao 06 Bocas;FOGAO 06 BOCAS;361933;Anterior a 2019;DIBEM;;Pendente
Fogao 06 Bocas;FOGAO 06 BOCAS;361934;Anterior a 2019;DIBEM;;Pendente
Fogao 06 Bocas;FOGAO 06 BOCAS;361936;Anterior a 2019;DIBEM;;Pendente
Forno Microondas;FORNO MICROONDAS;361937;Anterior a 2019;DIBEM;;Pendente
Forno Microondas;FORNO MICROONDAS;361941;Anterior a 2019;DIBEM;;Pendente
Mesa Reunião ;MESA REUNIAO;361976;Anterior a 2019;PRAE;;Pendente
Mesa Reunião ;MESA REUNIAO;361977;Anterior a 2019;PRAE;;Pendente
Mesa Reunião ;MESA REUNIAO;361978;Anterior a 2019;PRAE;;Pendente
Mesa Reunião ;MESA REUNIAO;361979;Anterior a 2019;PRAE;;Pendente
Quadro Branco Magnetizado;QUADRO BRANCO MAGNETIZADO;362048;Anterior a 2019;PRAE;;Pendente
Maquina De Lavar Roupa (Uso Domestico);MAQUINA DE LAVAR ROUPA (USO DOMESTICO);362127;Anterior a 2019;DIBEM;;Pendente
Maquina De Lavar Roupa (Uso Domestico);MAQUINA DE LAVAR ROUPA (USO DOMESTICO);362130;Anterior a 2019;DIBEM;;Pendente
Maquina De Lavar Roupa (Uso Domestico);MAQUINA DE LAVAR ROUPA (USO DOMESTICO);362131;Anterior a 2019;DIBEM;;Pendente
Maquina De Lavar Roupa (Uso Domestico);MAQUINA DE LAVAR ROUPA (USO DOMESTICO);362132;Anterior a 2019;DIBEM;;Pendente
Maquina De Lavar Roupa (Uso Domestico);MAQUINA DE LAVAR ROUPA (USO DOMESTICO);362134;Anterior a 2019;DIBEM;;Pendente
Maquina De Lavar Roupa (Uso Domestico);MAQUINA DE LAVAR ROUPA (USO DOMESTICO);362140;Anterior a 2019;DIBEM;;Pendente
Maquina De Lavar Roupa (Uso Domestico);MAQUINA DE LAVAR ROUPA (USO DOMESTICO);362141;Anterior a 2019;DIBEM;;Pendente
Maquina De Lavar Roupa (Uso Domestico);MAQUINA DE LAVAR ROUPA (USO DOMESTICO);362142;Anterior a 2019;DIBEM;;Pendente
Refrigerador ACIMA DE 400L;REFRIGERADOR DOMESTICO COM CAPACIDADE ACIMA DE 400;362203;Anterior a 2019;DIBEM;Residencia 250;Bom
Refrigerador ACIMA DE 400L;REFRIGERADOR DOMESTICO COM CAPACIDADE ACIMA DE 400;362209;Anterior a 2019;DIBEM;Residência 148;Bom
Refrigerador ACIMA DE 400L;REFRIGERADOR DOMESTICO COM CAPACIDADE ACIMA DE 400;362210;Anterior a 2019;DIBEM;;Pendente
Refrigerador ACIMA DE 400L;REFRIGERADOR DOMESTICO COM CAPACIDADE ACIMA DE 400;362212;Anterior a 2019;DIBEM;Residencia 2216;Ruim
Mesa 02;MESA DE MADEIRA COM 02 GAVETAS;362806;Anterior a 2019;CRU;;Pendente
Mesa 02;MESA DE MADEIRA COM 02 GAVETAS;362807;Anterior a 2019;CRU;;Pendente
Ar Condicionado 12.000 BTUs;APARELHO DE AR CONDICIONADO DE 12.000 BTUS;362822;Anterior a 2019;PRAE;;Pendente
Ar Condicionado 12.000 BTUs;APARELHO DE AR CONDICIONADO DE 12.000 BTUS;362823;Anterior a 2019;PRAE;;Pendente
Flanelografo;FLANELOGRAFO;362931;Anterior a 2019;DIBEM;Residência 1601;Bom
Mesa 02;MESA DE MADEIRA COM 02 GAVETAS;362993;Anterior a 2019;DIBEM;;Pendente
Mesa 02;MESA DE MADEIRA COM 02 GAVETAS;362994;Anterior a 2019;DIBEM;;Pendente
Mesa ;MESA DE MADEIRA SEM GAVETA;362995;Anterior a 2019;PRAE;;Pendente
Mesa ;MESA DE MADEIRA SEM GAVETA;362996;Anterior a 2019;PRAE;;Pendente
Mesa 02;MESA DE MADEIRA COM 02 GAVETAS;362997;Anterior a 2019;DIBEM;;Pendente
Mesa 02;MESA DE MADEIRA COM 02 GAVETAS;363062;Anterior a 2019;CRU;;Pendente
Mesa 02;MESA DE MADEIRA COM 02 GAVETAS;363063;Anterior a 2019;CRU;;Pendente
Gaveteiro;GAVETEIRO;363196;Anterior a 2019;PRAE;;Pendente
Gaveteiro;GAVETEIRO;363197;Anterior a 2019;DIBEM;;Pendente
Mesa 04;MESA DE MADEIRA COM 04 GAVETAS;363199;Anterior a 2019;DIBEM;Residencia 433;Bom
Mesa 04;MESA DE MADEIRA COM 04 GAVETAS;363200;Anterior a 2019;PRAE;;Pendente
Mesa 04;MESA DE MADEIRA COM 04 GAVETAS;363201;Anterior a 2019;PRAE;;Pendente
Mesa 04;MESA DE MADEIRA COM 04 GAVETAS;363202;Anterior a 2019;PRAE;;Pendente
Mesa 04;MESA DE MADEIRA COM 04 GAVETAS;363203;Anterior a 2019;PRAE;;Pendente
Equipamento De Videoconferencia;EQUIPAMENTO DE VIDEOCONFERENCIA;363204;Anterior a 2019;DIBEM;;Pendente
"Televisão 47""";TELEVISOR LCD 47 POLEGADAS;363205;Anterior a 2019;DIBEM;;Pendente
Projetor Para Slides;PROJETOR PARA SLIDES;363206;Anterior a 2019;DIBEM;;Pendente
Acessorio De Informatica;ACESSORIO DE INFORMATICA;363207;Anterior a 2019;DIBEM;;Pendente
Armario Com Prateleira;ARMARIO COM PRATELEIRA;363265;Anterior a 2019;CRU;;Pendente
Armario Com Prateleira;ARMARIO COM PRATELEIRA;363266;Anterior a 2019;CRU;;Pendente
Armario Com Prateleira;ARMARIO COM PRATELEIRA;363267;Anterior a 2019;PRAE;;Pendente
Leitor Optico De Codigo De Barras;LEITOR OPTICO DE CODIGO DE BARRAS;363312;Anterior a 2019;PRAE;;Pendente
Leitor Optico De Codigo De Barras;LEITOR OPTICO DE CODIGO DE BARRAS;363313;Anterior a 2019;PRAE;;Pendente
Leitor Optico De Codigo De Barras;LEITOR OPTICO DE CODIGO DE BARRAS;363315;Anterior a 2019;PRAE;;Pendente
Leitor Optico De Codigo De Barras;LEITOR OPTICO DE CODIGO DE BARRAS;363320;Anterior a 2019;CRU;;Pendente
Leitor Optico De Codigo De Barras;LEITOR OPTICO DE CODIGO DE BARRAS;363321;Anterior a 2019;PRAE;;Pendente
Mesa ;MESA DE MADEIRA OVAL;363337;Anterior a 2019;PRAE;;Pendente
Mesa ;MESA DE MADEIRA OVAL;363338;Anterior a 2019;PRAE;;Pendente
Maquina De Lavar Roupa (Uso Domestico);MAQUINA DE LAVAR ROUPA (USO DOMESTICO);363373;Anterior a 2019;DIBEM;;Pendente
Maquina De Lavar Roupa (Uso Domestico);MAQUINA DE LAVAR ROUPA (USO DOMESTICO);363374;Anterior a 2019;DIBEM;;Pendente
Maquina De Lavar Roupa (Uso Domestico);MAQUINA DE LAVAR ROUPA (USO DOMESTICO);363375;Anterior a 2019;DIBEM;;Pendente
Gaveteiro;GAVETEIRO;363617;Anterior a 2019;PRAE;;Pendente
Bebedouro Eletrico Com Torneiras Para Garrafao;BEBEDOURO ELETRICO COM TORNEIRAS PARA GARRAFAO;363729;Anterior a 2019;CAME;;Pendente
Bebedouro Eletrico Com Torneiras Para Garrafao;BEBEDOURO ELETRICO COM TORNEIRAS PARA GARRAFAO;363898;Anterior a 2019;PRAE;;Pendente
Gravador Leitor De Eprom Acoplado A Computador - C;GRAVADOR LEITOR DE EPROM ACOPLADO A COMPUTADOR - C;364372;Anterior a 2019;CAF;;Pendente
Cadeira Com Assento E Encosto Em Polipropileno E E;CADEIRA COM ASSENTO E ENCOSTO EM POLIPROPILENO E E;365133;Anterior a 2019;PRAE;;Pendente
Cadeira Com Assento E Encosto Em Polipropileno E E;CADEIRA COM ASSENTO E ENCOSTO EM POLIPROPILENO E E;365134;Anterior a 2019;PRAE;;Pendente
Cadeira Giratoria Com Assento E Encosto Estofados;CADEIRA GIRATORIA COM ASSENTO E ENCOSTO ESTOFADOS;365138;Anterior a 2019;CRU;;Pendente
Cadeira Fixa Com Assento E Encosto Em Palhinha;CADEIRA FIXA COM ASSENTO E ENCOSTO EM PALHINHA;365434;Anterior a 2019;PRAE;Residência 148;Bom
Sofa De 01 Lugar;SOFA DE 01 LUGAR;365511;Anterior a 2019;PRAE;;Pendente
Sofa De 01 Lugar;SOFA DE 01 LUGAR;365512;Anterior a 2019;PRAE;;Pendente
Cadeira De Madeira Com Assento E Encosto Anatomico;CADEIRA DE MADEIRA COM ASSENTO E ENCOSTO ANATOMICO;365579;Anterior a 2019;PRAE;;Pendente
Cadeira De Madeira Com Assento E Encosto Anatomico;CADEIRA DE MADEIRA COM ASSENTO E ENCOSTO ANATOMICO;365596;Anterior a 2019;CRU;;Pendente
Cadeira De Madeira Com Assento E Encosto Anatomico;CADEIRA DE MADEIRA COM ASSENTO E ENCOSTO ANATOMICO;365597;Anterior a 2019;CRU;;Pendente
Cadeira Fixa Com Assento E Encosto Estofados;CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS;365604;Anterior a 2019;PRAE;;Pendente
Cadeira Fixa Com Assento E Encosto Estofados;CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS;365605;Anterior a 2019;PRAE;Residencia 2133;Ruim
Cadeira Fixa Com Assento E Encosto Estofados;CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS;365606;Anterior a 2019;CRU;;Pendente
Cadeira Fixa Com Assento E Encosto Estofados;CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS;365607;Anterior a 2019;PRAE;;Pendente
Gravador Leitor De Eprom Acoplado A Computador - C;GRAVADOR LEITOR DE EPROM ACOPLADO A COMPUTADOR - C;365968;Anterior a 2019;CRU;;Pendente
Bebedouro Eletrico Com Torneira Para Copo E Uma Pa;BEBEDOURO ELETRICO COM TORNEIRA PARA COPO E UMA PA;366366;Anterior a 2019;CASE;;Pendente
Bebedouro Eletrico Com Torneira Para Copo E Uma Pa;BEBEDOURO ELETRICO COM TORNEIRA PARA COPO E UMA PA;366367;Anterior a 2019;DIBEM;;Pendente
Ar Condicionado 30.000 BTUs;AIR SPLIT DE 30.000 BTUS;369745;Anterior a 2019;PRAE;;Pendente
Fogao Domestico A Gas Liquefeito De Petroleo Com 0;FOGAO DOMESTICO A GAS LIQUEFEITO DE PETROLEO COM 0;370536;Anterior a 2019;DIBEM;;Pendente
Ar Condicionado 36.000 BTUs;AIR SPLIT DE 36.000 BTUS;370827;Anterior a 2019;PRAE;;Pendente
Ar Condicionado 36.000 BTUs;AIR SPLIT DE 36.000 BTUS;370828;Anterior a 2019;PRAE;;Pendente
Computador (Desktop);UNIDADE DE PROCESSAMENTO CENTRAL - COMPUTADOR -;371243;Anterior a 2019;PRAE;;Pendente
Computador (Desktop);UNIDADE DE PROCESSAMENTO CENTRAL - COMPUTADOR -;371244;Anterior a 2019;PRAE;;Pendente
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;371323;Anterior a 2019;PRAE;;Pendente
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;371324;Anterior a 2019;PRAE;;Pendente
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;371325;Anterior a 2019;PRAE;;Pendente
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;371326;Anterior a 2019;PRAE;;Pendente
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;371327;Anterior a 2019;PRAE;;Pendente
